GPS time,iTOW,EKF Raw Z Gyro,EKF Raw X Gyro,EKF Raw Y Gyro,EKF Raw X Accel,EKF Raw Y Accel,EKF Raw Z Accel
2022:121302.700,121302.7,0.64,-0.42,-0.6,0.91,-0.06,10.46
2022:121302.900,121302.9,0.9,-2.27,-0.33,0.91,-0.09,10.47
2022:121303.500,121303.5,0.62,-0.9,-0.13,0.93,-0.08,10.36
,121303.7,1.5,-1.12,0.56,0.79,-0.3,10.03
,121303.9,5.52,-0.71,-1.09,1.17,-0.79,10.15
2022:121305.300,121305.3,4.66,1.71,2.02,1.21,-0.93,10.48
2022:121305.500,121305.5,7.33,0.36,-0.96,1.34,-1.13,10.24
,121305.7,8.35,-0.03,-0.23,1.16,-1.21,10.06
2022:121305.900,121305.9,7.23,0.48,1.47,1.03,-1.17,10.46
2022:121306.100,121306.1,8.94,-1.9,-2.53,1.27,-1.33,10.38
2022:121306.400,121306.4,8.45,1.06,-0.09,0.96,-1.15,10.14
,121306.6,10.11,-0.03,-2.97,1.12,-1.4,9.75
2022:121306.800,121306.8,8.18,2.62,0.08,0.98,-1.24,9.51
,121307,7.39,0.11,0.04,1.11,-1.16,10.71
,121307.2,7.22,2.21,-0.95,1.06,-1.01,9.77
2022:121307.400,121307.4,6.9,0.09,-0.12,0.94,-0.99,10.43
2022:121307.600,121307.6,6.75,0.85,-0.81,1.15,-1.14,10.23
2022:121307.800,121307.8,6.27,1.89,-1.23,0.9,-0.87,9.79
,121308.4,3.27,0.34,1.16,0.81,-0.39,10.39
2022:121308.600,121308.6,2.1,0.25,0.49,1.03,-0.43,10.77
2022:121308.800,121308.8,0.35,-0.99,-0.43,1.59,-0.21,9.85
,121311.2,0.3,-0.04,0.35,1.5,-0.17,10.43
2022:121311.400,121311.4,0.32,0.3,0.16,1.68,-0.35,10.16
2022:121311.600,121311.6,0.21,-0.5,-0.2,1.44,-0.22,10.27
2022:121311.800,121311.8,0.11,7.48,4.13,1.13,-0.19,11.07
,121312,0.69,0.74,1.36,0.84,-0.07,9.05
,121312.2,0.19,3.32,1.18,1.03,-0.22,10.74
2022:121312.400,121312.4,1.51,-2.62,-2.28,1.14,-0.2,10.16
2022:121312.600,121312.6,0.66,0.65,0.12,1.04,-0.37,10.17
2022:121312.800,121312.8,5.11,0.22,-0.21,1,-0.88,9.96
2022:121313.800,121313.8,5.83,-2.09,-0.95,1.08,-1.22,10.27
2022:121314.000,121314,6.25,0.02,-0.33,1.04,-1.29,10.18
2022:121314.200,121314.2,4.39,0.85,0.25,0.87,-1.03,10.36
2022:121315.200,121315.2,3.1,2.12,-0.12,0.93,-1.09,9.74
2022:121315.400,121315.4,2.19,2.96,-0.73,0.88,-0.38,10.5
,121315.6,3.38,1.26,-2.47,1.02,-0.6,10.03
2022:121315.800,121315.8,2.38,0,-0.03,1.24,-0.45,9.74
2022:121316.000,121316,2.04,0.28,0.66,1.27,-0.22,9.99
2022:121316.400,121316.4,1.87,-1.15,-0.68,1.29,-0.46,10.6
,121316.6,1.12,1.2,-0.11,1.28,-0.54,10.63
,121317,1.32,2.1,-0.12,1.22,-0.27,10.21
2022:121317.200,121317.2,0.86,1.26,0.83,1.35,-0.17,10.61
,121317.6,0.83,3.27,0.24,1.17,-0.2,9.67
2022:121317.800,121317.8,1.07,3.82,-0.13,1.84,-0.05,9.88
2022:121318.000,121318,-0.4,2.87,1.06,1.81,0.23,10.01
,121318.2,-0.32,2.66,-0.67,1.9,0.28,10.1
2022:121318.400,121318.4,-0.89,2.8,-1.57,1.95,0.38,9.66
2022:121318.600,121318.6,1.99,-6.79,-0.9,0.88,0,10.42
,121319.2,1.87,0.13,-0.32,1.21,0.18,10.3
2022:121319.400,121319.4,-0.85,-1.37,0.14,0.49,0.32,10.76
2022:121319.600,121319.6,-1.3,-0.01,3.48,0.71,0.53,10.47
2022:121319.800,121319.8,-0.62,-2.93,-1.78,0.82,0.32,10.35
,121320.6,-1.48,0.11,0.36,0.81,0.33,9.89
2022:121320.800,121320.8,-2.26,-2.45,-1.01,0.91,0.59,10.8
2022:121321.000,121321,-2.79,-3.3,-0.63,0.81,0.48,10.33
2022:121321.200,121321.2,-4.27,1.02,0.25,1,0.88,10.06
2022:121322.200,121322.2,-3.12,-0.1,0.83,1.32,0.47,9.89
,121322.6,-2.85,-0.54,-0.5,1.44,0.64,10.4
2022:121322.800,121322.8,-2.75,0.08,1.23,1.39,0.42,9.9
2022:121323.000,121323,-2.43,-2.68,-1.63,1.42,0.19,10.44
,121323.2,-2.05,0.21,0.15,1.36,0.24,9.77
,121323.4,,,,,,
2022:121323.800,121323.8,-1.79,-0.23,-0.06,1.72,0.35,10.79
2022:121324.100,121324.1,-1.57,0.22,0.03,1.93,0.36,10.17
2022:121324.500,121324.5,-0.82,-0.39,-0.22,1.73,0.09,10.06
,121325.5,-0.38,-1.04,0.26,1.78,0.12,10.52
2022:121325.700,121325.7,-0.51,-0.97,0.79,1.97,0.09,10.8
2022:121326.100,121326.1,,,,,,
2022:121327.300,121327.3,,,,,,
,121327.5,-0.01,-0.5,0.47,1.8,-0.03,10.04
,121327.7,0.24,-1.17,-0.95,1.91,-0.06,10.23
2022:121327.900,121327.9,-0.05,-1.22,-0.51,1.77,-0.02,9.93
2022:121328.100,121328.1,-0.36,-1.08,-1.05,1.85,0,10.53
2022:121328.300,121328.3,-0.87,-0.85,-0.5,1.73,0.2,9.94
2022:121328.500,121328.5,-0.8,-1.49,0.46,1.94,0.15,10.48
,121328.7,-2.05,-0.78,-0.72,1.64,0.26,9.94
,121328.9,0.15,0.58,0.55,1.9,-0.35,9.82
,121330.3,1.24,1.45,-0.1,1.61,-0.45,9.68
2022:121330.500,121330.5,3.05,-6.2,-2.86,2.84,-0.38,11.96
2022:121330.700,121330.7,2.03,1.25,1.6,2.06,-0.31,10.43
,121331.3,2.35,-1.91,-1.91,1.96,-0.5,10.11
2022:121331.500,121331.5,1.49,0.01,3.19,1.91,-0.07,10.3
2022:121331.700,121331.7,0.11,3.01,-0.82,2.12,-0.35,9.12
2022:121332.100,121332.1,1.21,-0.8,-0.36,2.05,-0.25,9.91
,121332.5,1.09,0.39,-0.36,2.17,-0.44,10.29
,121332.7,0.72,0.41,-0.11,1.92,-0.04,9.93
2022:121332.900,121332.9,0.84,-0.83,-0.32,2.13,-0.32,10.37
2022:121333.100,121333.1,0.59,-0.06,-0.38,2.12,-0.43,10.06
,121333.3,0.47,0.04,-0.06,2.19,-0.23,10.24
,121333.5,,,,,,
2022:121334.500,121334.5,0.09,0.01,0.15,0.81,-0.2,10.32
2022:121334.700,121334.7,0.5,-0.54,-0.62,0.85,-0.27,10.28
,121334.9,0.23,-0.16,-0.03,0.84,-0.26,10.29
2022:121335.100,121335.1,0.43,-0.17,-0.47,0.85,-0.24,10.26
,121335.3,0.41,-0.41,-0.23,0.88,-0.33,10.32
,121335.9,0.31,0,-0.18,0.82,-0.41,10.31
,121336.1,0.31,-0.19,-0.07,0.88,-0.36,10.34
2022:121336.300,121336.3,0.39,-0.4,-0.26,0.85,-0.39,10.31
2022:121336.500,121336.5,0.39,-0.6,-0.33,0.85,-0.33,10.33
2022:121336.900,121336.9,0.26,-0.07,-0.15,0.82,-0.25,10.26
2022:121338.100,121338.1,0.41,-0.25,-0.3,0.86,-0.28,10.33
2022:121338.300,121338.3,0.43,-0.24,-0.29,0.85,-0.38,10.29
2022:121338.500,121338.5,0.35,-0.11,-0.28,0.85,-0.31,10.33
,121338.7,0.37,-0.38,-0.27,0.86,-0.35,10.29
,121339.7,0.4,-0.57,-0.36,0.88,-0.29,10.36
2022:121339.900,121339.9,0.34,-0.36,-0.34,0.85,-0.27,10.3
2022:121340.300,121340.3,0.41,-0.23,-0.26,0.85,-0.24,10.27
,121340.5,0.44,-0.04,-0.27,0.84,-0.32,10.33
,121341.3,0.38,-0.29,-0.27,0.86,-0.4,10.3
,121341.5,0.41,-0.12,-0.21,0.85,-0.36,10.29
,121341.7,0.35,-0.58,-0.25,0.87,-0.38,10.31
,121341.9,0.34,-0.27,-0.18,0.87,-0.38,10.29
2022:121342.100,121342.1,0.47,-0.55,-0.35,0.87,-0.36,10.34
2022:121342.300,121342.3,,,,,,
,121342.9,0.33,-0.28,-0.18,0.86,-0.3,10.29
2022:121343.100,121343.1,0.38,-0.26,-0.29,,,
2022:121343.300,121343.3,0.38,-0.18,-0.25,0.83,-0.29,10.29
2022:121343.500,121343.5,0.34,-0.13,-0.28,0.85,-0.27,10.29
,121343.7,0.39,-0.4,-0.31,0.83,-0.29,10.26
2022:121343.900,121343.9,0.41,-0.69,-0.4,0.88,-0.38,10.37
,121344.4,0.46,-0.26,-0.33,0.84,-0.3,10.25
2022:121344.600,121344.6,0.36,-0.32,-0.32,0.86,-0.22,10.31
2022:121344.800,121344.8,0.41,-0.09,-0.27,0.86,-0.32,10.33
2022:121345.200,121345.2,,,,,,
,121345.4,0.31,-0.25,-0.14,0.86,-0.37,10.28
2022:121345.600,121345.6,0.39,-0.14,-0.22,0.85,-0.37,10.34
2022:121345.800,121345.8,0.38,-0.53,-0.29,0.86,-0.37,10.37
2022:121346.000,121346,0.3,-0.28,-0.19,0.85,-0.41,10.3
2022:121346.200,121346.2,,,,0.85,-0.29,10.32
,121347.2,0.34,-0.42,-0.38,0.83,-0.22,10.34
2022:121347.400,121347.4,0.47,-0.32,-0.31,0.85,-0.28,10.27
2022:121347.600,121347.6,0.37,-0.22,-0.18,0.87,-0.41,10.3
,121348.8,0.33,-0.44,-0.24,0.86,-0.37,10.36
,121349,0.45,-0.55,-0.36,0.87,-0.38,10.31
2022:121349.400,121349.4,0.37,-0.52,-0.32,0.85,-0.3,10.33
2022:121349.600,121349.6,0.37,-0.24,-0.26,0.83,-0.26,10.25
,121350.3,,,,,,
,121350.7,0.37,-0.21,-0.2,0.86,-0.37,10.3
2022:121350.900,121350.9,0.4,-0.6,-0.38,0.85,-0.33,10.31
2022:121351.100,121351.1,0.39,-0.26,-0.33,0.88,-0.27,10.32
,121351.3,0.33,-0.56,-0.32,0.84,-0.27,10.29
2022:121351.500,121351.5,0.39,-0.03,-0.25,0.88,-0.29,10.26
,121351.7,0.35,-0.29,-0.28,0.85,-0.28,10.29
2022:121351.900,121351.9,,,,,,
2022:121352.300,121352.3,0.44,-0.13,-0.36,0.84,-0.33,10.36
2022:121352.500,121352.5,0.35,-0.42,-0.15,0.85,-0.41,10.29
2022:121352.700,121352.7,0.41,-0.19,-0.28,0.87,-0.4,10.32
2022:121352.900,121352.9,0.36,-0.29,-0.34,0.87,-0.24,10.32
2022:121354.100,121354.1,0.4,-0.3,-0.1,0.86,-0.39,10.35
2022:121354.300,121354.3,0.29,0.09,-0.16,0.81,-0.29,10.23
,121354.5,0.39,-0.39,-0.25,0.83,-0.4,10.33
2022:121354.700,121354.7,0.44,-0.38,-0.18,0.59,-0.34,10.27
,121355.9,1.78,0.19,-0.17,-0.2,-0.4,10.36
2022:121356.100,121356.1,2.1,-0.44,-0.26,-0.27,-0.38,10.48
2022:121356.300,121356.3,,,,,,
2022:121357.500,121357.5,,,,,,
2022:121357.700,121357.7,0.76,0.29,0.05,-0.21,-0.3,10.37
2022:121357.900,121357.9,-0.02,-0.17,-0.28,-0.21,-0.35,10.13
2022:121358.700,121358.7,,,,,,
,121358.9,0.23,-0.59,0.32,-0.14,-0.24,9.99
2022:121359.100,121359.1,0.05,-0.34,-0.55,-0.16,-0.44,10.64
,121360.1,0.31,-0.52,-0.31,-0.09,-0.22,10.32
,121360.3,0.25,-0.13,0.54,-0.18,-0.17,10.43
,121360.5,0.31,0.02,0.41,-0.18,-0.23,10.05
,121360.7,0.05,0.24,-0.33,0.96,-0.17,10.29
2022:121360.900,121360.9,0.08,-0.92,-0.5,0.83,-0.24,10.6
2022:121361.700,121361.7,0.28,-1.08,-0.32,0.72,-0.16,10.22
,121361.9,0.45,-0.6,-0.4,0.73,-0.21,10.01
2022:121362.300,121362.3,0.23,-0.82,-0.92,0.95,-0.3,10.59
2022:121362.500,121362.5,0.16,-0.1,0.18,0.72,-0.16,9.93
2022:121362.700,121362.7,,,,,,
2022:121362.900,121362.9,,,,,,
2022:121363.100,121363.1,0.16,-0.35,-0.39,0.51,-0.26,10.49
,121363.3,0.01,-0.4,0.01,0.43,-0.25,10.13
2022:121363.500,121363.5,-0.19,-0.89,-0.16,0.42,-0.32,10.69
2022:121363.700,121363.7,0.11,-0.35,0.31,0.29,-0.29,10.08
,121363.9,0.99,-1,-0.54,0.3,-0.53,10.47
2022:121364.100,121364.1,2.12,-0.3,-0.73,0.21,-0.54,9.87
2022:121364.400,121364.4,1.49,-0.58,-0.07,0.06,-0.57,9.84
,121364.8,1.2,-0.4,0.84,0.43,-0.41,11.01
2022:121365.000,121365,0.74,0.58,-0.64,0.07,-0.35,9.58
2022:121365.200,121365.2,-0.92,1.22,0.13,0.51,-0.12,11.16
2022:121365.400,121365.4,,,,,,
,121365.6,-1.61,-0.04,-0.42,0.55,0,10.94
2022:121365.800,121365.8,-2.16,-0.1,-0.87,0.17,0.1,9.89
,121366,-2.05,0.55,1.16,0.55,0.17,10.58
2022:121366.200,121366.2,-2.64,0.05,1.21,0.29,0.05,10.27
2022:121366.600,121366.6,-1.55,-0.66,-1.1,0.77,0.15,10.63
2022:121366.800,121366.8,-1.49,-1.05,-0.66,0.45,0.1,10.13
2022:121367.000,121367,-2.62,0.41,0.76,0.65,0.09,10.49
2022:121367.200,121367.2,-2.21,-1.05,-0.63,0.6,0.29,10.56
,121367.4,-2.3,-0.78,0.46,0.28,0.16,10.06
2022:121367.600,121367.6,-2.57,0.27,-0.41,0.21,0.18,9.95
,121368,-2.85,-1.25,-1.6,0.26,0.21,10.47
,121368.2,-2.27,-1.82,-1.14,0.15,0.24,10.25
2022:121368.400,121368.4,-2.26,-1.68,-0.33,0.54,0.24,10.23
2022:121368.800,121368.8,-2.3,0.2,0.11,0.28,0.51,10.58
2022:121369.000,121369,-2.11,3.96,1.63,0.7,0.29,10.01
,121369.4,-2.7,0.61,-0.76,0.63,0.12,10.04
,121369.8,-2.15,-0.73,-0.39,0.81,0.28,10.46
2022:121370.000,121370,-2.65,-0.31,-0.96,0.66,0.19,10.28
2022:121370.200,121370.2,-3.06,0.58,0.9,0.61,0.35,10.08
2022:121370.600,121370.6,,,,,,
,121370.8,-2.78,-0.67,-0.41,0.7,0.23,10.11
,121371,-2.75,0.23,0.73,0.76,0.33,10.04
2022:121371.200,121371.2,-3.21,-1.21,0.02,0.94,0.32,10.49
2022:121371.600,121371.6,-2.88,0.69,0.11,0.76,0.39,9.72
2022:121371.800,121371.8,,,,,,
,121372,-3.89,-0.1,-0.97,0.87,0.56,9.7
2022:121372.200,121372.2,-4.02,0.02,0.16,0.96,0.6,10.32
2022:121372.400,121372.4,-5.19,-0.77,0.02,0.99,0.69,10.17
2022:121372.800,121372.8,-5.12,-1.83,-0.68,1,0.64,10.18
2022:121373.000,121373,-5.25,-1.27,-0.12,0.79,0.71,9.99
2022:121373.200,121373.2,-5,-2.14,0.18,1.11,0.55,10.65
2022:121373.400,121373.4,,,,,,
,121373.6,-5.58,-1.35,-0.64,1.03,0.71,10.78
2022:121373.800,121373.8,-5.49,-0.83,-0.76,0.96,0.77,9.93
2022:121374.000,121374,-5.76,-0.58,-0.62,0.98,0.76,9.76
,121374.3,-5.46,-0.86,-0.98,1.01,0.72,10.37
2022:121374.500,121374.5,-6.07,-1.15,-0.16,1.05,0.83,10.6
2022:121374.700,121374.7,-5.38,-0.82,0.06,1.05,0.67,9.95
,121374.9,-5.69,-0.9,0.01,0.94,0.8,10.62
2022:121375.100,121375.1,-5.63,-1.81,-0.81,1.14,0.61,10.44
2022:121375.300,121375.3,-4.78,-1.71,-0.33,1.08,0.69,10.87
,121375.7,-4.62,-0.77,-0.48,0.99,0.51,9.88
,121375.9,-4.08,-1.46,-0.94,1.01,0.53,10.57
2022:121376.100,121376.1,-4.28,-0.84,-0.38,1.03,0.45,9.99
2022:121376.300,121376.3,,,,,,
,121376.5,-4.19,-1.67,-0.3,0.87,0.43,10.35
,121376.7,-3.99,-0.77,0.05,0.87,0.45,9.95
2022:121377.100,121377.1,-4.93,-0.54,-0.51,0.77,0.34,10.21
2022:121377.300,121377.3,-3.78,-1.59,-2.71,0.83,0.46,10.1
2022:121377.500,121377.5,-4.15,-1.39,-2.92,0.83,0.4,10.3
2022:121377.700,121377.7,-3.96,-1.01,-0.66,0.91,0.36,10.25
,121377.9,-2.87,-0.62,-1.96,0.86,0.12,9.91
2022:121378.100,121378.1,-2.93,-1.05,0.07,1.09,0.2,10.65
2022:121378.300,121378.3,-1.31,-1.64,-0.88,1.15,-0.25,10
2022:121378.500,121378.5,0.48,-0.96,-0.66,1.15,-0.29,10.06
2022:121378.900,121378.9,1.16,-1.61,-1.13,1.42,-0.4,10.48
2022:121379.100,121379.1,1.79,-1.15,-1.02,1.32,-0.58,9.93
2022:121379.300,121379.3,2.38,-1.07,-0.17,1.42,-0.64,10.42
2022:121379.500,121379.5,3.68,-0.84,0.32,1.54,-0.92,10.88
2022:121379.900,121379.9,5.13,-0.19,-0.43,1.55,-1.07,9.84
2022:121380.100,121380.1,6.97,0.22,-1.54,1.65,-1.13,10.07
,121380.5,8.02,0.28,-2.1,1.66,-1.25,10.22
2022:121380.700,121380.7,8.14,0.1,-2.62,1.62,-1.46,9.94
2022:121380.900,121380.9,9.16,1.34,-0.16,1.29,-1.42,10.09
2022:121381.100,121381.1,,,,,,
,121381.3,9.63,2.24,-1.02,1.29,-1.74,9.96
2022:121381.500,121381.5,11.09,1.51,-1.9,1.3,-1.92,10.09
2022:121381.700,121381.7,11.54,2.43,-1.82,1.18,-1.84,10.06
2022:121381.900,121381.9,11.33,2.46,-1.31,1.16,-1.93,10.12
,121382.1,11.62,2.43,-0.46,1.17,-1.65,10.05
,121382.3,10.18,2.46,1.58,0.89,-1.32,9.99
,121382.7,10.08,1.52,-0.7,1.15,-1.23,10.5
2022:121382.900,121382.9,9.47,1.8,0.41,0.94,-1.1,10.3
2022:121383.100,121383.1,8.99,0.75,0.28,1.08,-1.21,10.49
2022:121383.300,121383.3,8.5,1.08,-0.16,0.79,-1.18,10.09
2022:121383.500,121383.5,6.49,0.95,1.64,0.88,-0.88,10.45
,121383.7,7.12,-0.91,-1.87,0.99,-1.08,10.2
2022:121383.900,121383.9,5.28,0.66,1,0.91,-1.01,10.29
,121384.1,4.34,-0.87,-1.1,0.98,-0.83,10.43
2022:121384.300,121384.3,,,,,,
,121384.5,2.64,0.01,0.38,0.99,-0.7,10.32
2022:121384.700,121384.7,3.5,-0.94,-1.21,1.1,-0.78,10.28
2022:121384.900,121384.9,2.19,0.57,0.46,1.13,-0.52,10.41
,121385.3,2.98,-0.69,-1.67,1.14,-0.55,10.24
2022:121385.500,121385.5,1.85,0.11,0.34,1.11,-0.53,10.41
2022:121385.700,121385.7,1.83,0.34,-0.42,1.32,-0.63,10.15
,121385.9,,,,,,
,121386.1,1.24,-0.13,-0.33,1.07,-0.65,10.05
,121386.3,,,,,,
,121386.5,,,,,,
,121386.7,1.8,0.81,0.39,1.23,-0.84,10.42
2022:121386.900,121386.9,2.58,-2.24,-1.28,1.28,-0.86,10.05
2022:121387.100,121387.1,3.56,0.57,-1.1,1.24,-0.99,10.09
,121387.3,1.64,0.77,1.37,1.25,-0.78,10.45
2022:121387.500,121387.5,4.82,-1.24,-2.21,1.49,-0.96,10.18
2022:121387.700,121387.7,3.59,1.55,0.09,1.68,-0.89,9.93
2022:121387.900,121387.9,3.37,0.81,0.42,1.93,-0.91,10.48
2022:121388.100,121388.1,5.24,-0.76,-1.55,1.89,-0.87,10.09
2022:121388.300,121388.3,3.43,1,1.56,1.54,-0.89,10.48
,121388.7,5.6,-0.55,-1.55,1.51,-1.04,9.94
2022:121388.900,121388.9,5.61,2.54,0.04,1.53,-1.23,10.03
2022:121389.100,121389.1,5.39,-0.74,-1.45,1.76,-1.23,10.34
,121389.3,6.96,1.04,-1.54,1.57,-1.2,9.93
2022:121389.500,121389.5,,,,,,
,121389.7,7.13,0.87,-1.24,1.67,-1.26,9.82
2022:121389.900,121389.9,7.08,0.52,-0.56,1.89,-1.25,10.15
2022:121390.100,121390.1,6.33,0.16,-0.72,2.16,-1.14,10.37
,121390.3,7.9,-0.73,-1.39,1.94,-1.24,9.94
2022:121390.500,121390.5,6.2,-0.32,0.85,2.04,-1.25,10.72
,121390.7,7.36,0.49,-0.37,2.07,-1.36,9.86
,121390.9,8.3,0.99,0.66,1.91,-1.16,10.34
2022:121391.100,121391.1,6.81,0.2,-0.59,1.82,-1.23,10.09
,121391.3,8.45,0.04,-0.49,1.63,-1.4,10.06
2022:121391.500,121391.5,,,,,,
2022:121391.700,121391.7,7.36,0.86,0.28,1.58,-1.39,10.05
2022:121391.900,121391.9,6.5,1.03,0.52,1.67,-1.43,10.55
2022:121392.100,121392.1,6.8,1.58,0.61,1.67,-1.36,10.04
,121392.3,7.76,1.07,0.77,1.55,-1.22,10.27
2022:121392.500,121392.5,7.12,1.74,-3.55,1.52,-1.42,9.51
2022:121392.700,121392.7,,,,,,
2022:121392.900,121392.9,6.08,3.11,-2.56,1.46,-0.97,9.42
2022:121393.100,121393.1,,,,,,
,121393.3,4.48,4.18,-3,1.56,-0.29,10.13
,121393.5,3.42,5.77,0.94,1.44,-0.19,10.3
2022:121393.700,121393.7,5.4,0.83,-2.23,1.53,0.11,10.56
2022:121393.900,121393.9,5.23,-0.34,-3.06,1.41,0.12,9.93
2022:121394.200,121394.2,4.23,-2.23,-1.53,1.74,-0.02,10.4
2022:121394.400,121394.4,,,,,,
,121394.6,3.74,4,2.58,1.76,0.02,11.05
,121395,3.86,-0.85,-0.58,1.6,-0.31,9.43
2022:121395.200,121395.2,2.75,2.63,1.87,1.95,-0.41,9.71
2022:121395.400,121395.4,2.54,-1.33,-0.87,1.75,-0.14,9.8
2022:121395.800,121395.8,,,,,,
,121396,3.02,-0.62,1.31,1.87,-0.15,10.48
,121396.2,4.21,-3.07,-0.28,1.96,-0.32,10.19
2022:121396.400,121396.4,,,,,,
,121396.6,5.88,-2.57,-2.99,2.12,-0.65,10.58
2022:121396.800,121396.8,6.91,-1.85,-0.88,1.75,-0.58,10.55
,121397,6.04,6.63,1.12,1.63,-0.8,9.49
,121397.4,7.41,1.39,-2.71,2.09,-0.36,10.68
2022:121397.600,121397.6,5.47,4.19,0.78,1.67,-0.52,9.54
2022:121397.800,121397.8,5.25,2.24,-2.11,2.13,-0.55,10.18
2022:121398.000,121398,4.16,5.28,0.94,2.14,-1.14,9.27
,121398.4,4.72,-0.33,-0.7,2.58,-0.35,10.76
2022:121398.600,121398.6,7.39,0.68,0.16,2.32,-0.39,9.88
2022:121398.800,121398.8,7.39,-2.07,-5.35,2.92,-0.48,10.52
,121399,7.84,0.82,-4.37,2.87,-0.43,9.14
,121399.2,5.79,0.05,4.56,2.19,-0.43,10.84
,121399.4,7.17,-0.62,-2.16,2.92,-0.7,9.97
,121399.6,6.24,0.88,2.81,2.45,-0.59,10.28
2022:121399.800,121399.8,7.43,1.24,0.67,2.57,-0.56,10.24
2022:121400.000,121400,7.67,0.59,1.7,2.59,-0.55,10.05
2022:121400.200,121400.2,7.97,0.52,0.6,2.41,-0.64,9.94
2022:121400.400,121400.4,7.05,1.84,0.98,2.34,-0.69,10.13
2022:121400.600,121400.6,,,,,,
,121400.8,7.97,2.25,-0.29,2.37,-0.59,9.85
,121401,5.59,3.17,1.09,2.59,-0.22,10.31
2022:121401.200,121401.2,,,,,,
2022:121401.400,121401.4,5.07,2.27,0.17,2.46,-0.25,10.12
,121401.6,5.47,0.73,-1.56,2.43,-0.28,10.06
2022:121401.800,121401.8,4.54,2.4,0.12,2.57,0.11,10.07
,121402,4.29,-0.95,-0.94,2.74,0.08,10.52
2022:121402.200,121402.2,3.92,1.88,0.51,2.24,-0.12,9.4
2022:121402.400,121402.4,3.1,0.89,-0.98,2.52,0.08,10.34
2022:121402.600,121402.6,3.3,0.23,0.42,2.77,0.34,10.2
2022:121402.800,121402.8,2.9,-1.78,-1.18,2.59,-0.11,10.02
,121403,1.92,1.58,0.95,2.68,-0.09,9.96
2022:121403.200,121403.2,2.1,0.02,-0.69,2.48,0.3,10.21
2022:121403.400,121403.4,,,,,,
2022:121403.600,121403.6,,,,,,
,121403.8,-1.23,0.15,1.95,1.68,0.08,10.32
2022:121404.000,121404,0.62,-0.78,-0.23,1.34,-0.06,10.09
2022:121404.300,121404.3,,,,,,
,121404.5,0.34,-0.2,-0.23,1.64,-0.1,10.26
,121404.9,0.28,-0.24,0.03,1.54,-0.05,10.14
2022:121405.100,121405.1,0.54,-0.55,-0.39,1.66,-0.12,10.19
2022:121405.300,121405.3,0.39,-0.61,-0.31,1.56,-0.06,10.2
,121405.5,0.5,-0.17,-0.36,1.57,-0.07,10.05
2022:121405.900,121405.9,0.47,-0.39,-0.43,1.62,0.05,10.23
2022:121406.100,121406.1,0.36,-0.42,-0.32,1.61,-0.03,10.14
,121406.5,0.28,0.02,-0.12,1.55,0.03,10.17
2022:121406.700,121406.7,0.36,-0.17,-0.29,1.6,-0.1,10.16
2022:121407.100,121407.1,0.37,-0.22,-0.24,1.57,-0.03,10.25
2022:121407.300,121407.3,0.33,-0.35,-0.2,1.58,0.12,10.16
2022:121407.500,121407.5,0.38,-0.56,-0.44,1.59,0.03,10.3
,121407.9,0.46,-0.37,-0.31,1.6,0,10.23
2022:121408.200,121408.2,0.42,-0.56,-0.34,1.57,0.01,10.2
2022:121408.400,121408.4,0.45,-0.39,-0.26,1.59,-0.08,10.19
2022:121408.600,121408.6,,,,,,
2022:121408.800,121408.8,,,,,,
,121409,0.43,-0.69,-0.37,1.61,-0.09,10.21
,121409.2,0.36,-0.36,-0.14,1.59,-0.01,10.15
2022:121409.400,121409.4,,,,,,
,121409.6,,,,,,
2022:121409.800,121409.8,0.31,-0.2,0.06,1.6,-0.15,10.14
2022:121410.000,121410,0.27,-0.04,-0.23,1.47,0.08,10.18
2022:121410.200,121410.2,0.61,-0.5,-0.54,1.62,-0.04,10.29
2022:121410.400,121410.4,0.3,0.15,-0.15,1.51,0,10.14
2022:121410.600,121410.6,0.37,-0.44,-0.13,1.58,0.02,10.21
,121410.8,0.41,-0.42,-0.32,1.57,-0.08,10.18
2022:121411.000,121411,0.32,-0.25,-0.18,1.59,0.1,10.2
,121411.2,0.49,-0.54,-0.4,1.56,0.02,10.21
2022:121411.400,121411.4,0.22,-0.08,-0.19,1.55,0.01,10.17
2022:121411.600,121411.6,0.36,0.01,-0.2,1.59,0.05,10.19
,121411.8,0.39,-0.22,-0.28,1.56,-0.01,10.2
2022:121412.000,121412,0.44,-0.43,-0.28,1.59,0,10.14
,121412.2,0.26,-0.34,-0.03,1.54,0.07,10.19
,121412.4,0.28,0.02,-0.08,1.61,0.02,10.14
2022:121412.600,121412.6,0.36,-0.34,-0.34,1.54,0.12,10.26
2022:121412.800,121412.8,0.45,-0.44,-0.28,1.63,-0.09,10.24
2022:121413.000,121413,0.41,0.12,-0.08,1.57,0.03,10.2
2022:121413.200,121413.2,0.48,-0.32,-0.41,1.6,0.03,10.18
2022:121413.400,121413.4,0.34,0.02,-0.2,1.63,0,10.27
2022:121413.600,121413.6,0.52,-0.33,-0.4,1.54,0.08,10.22
2022:121413.800,121413.8,0.56,-0.28,-0.36,1.62,0.07,10.18
2022:121414.000,121414,0.43,-0.11,-0.25,1.61,-0.01,10.22
2022:121414.300,121414.3,0.3,-0.1,-0.03,1.57,0.03,10.19
,121414.5,0.4,-0.71,-0.41,1.57,0.08,10.18
2022:121414.700,121414.7,0.21,-0.15,0,1.62,0.03,10.18
